route_id,month,day_of_week,hour_source_time,stop_sequence,stop_code,distance_from_src,arrival_time
9847,01,2,15,1,37413,0,1.6
9847,01,2,15,2,31685,492,2.7
9847,01,2,15,3,39938,706,3.65
9847,01,2,15,4,34905,1013,4.99
9847,01,2,15,5,31446,1314,6.13
9847,01,2,15,6,36312,1770,8.54
9847,01,2,15,7,36319,2307,17.82
9847,01,2,15,8,34594,2612,21.45
9847,01,2,15,9,34595,2894,22.47
9847,01,2,15,10,35778,3155,23.18
9847,01,2,15,11,35855,3602,24.67
9847,01,2,15,12,35795,4098,27.97
9847,01,2,15,13,35846,4460,28.9
9847,01,2,15,14,34937,4673,29.77
9847,01,2,15,15,36329,5010,31.08
9847,01,2,15,16,36326,5311,34.65
9847,01,2,15,17,33895,5777,37.39
9847,01,2,15,18,36366,5966,38.17
9847,01,2,15,19,36368,6401,40.83
9847,01,2,15,20,31461,6682,42.92
9847,01,2,15,21,36379,7123,44.23
9847,01,2,15,22,33823,7455,45.6
9847,01,2,15,23,25274,8313,46.8
9847,01,2,15,24,21609,9698,51.49
9847,01,2,15,25,25636,10550,54.16
9847,01,2,15,26,20004,11180,58.73
9847,01,2,15,27,23017,11789,66.02
9847,01,2,15,28,20727,12154,70.59
9847,01,2,15,29,21669,12931,74.91
9847,01,2,15,30,24068,13858,79.29
9847,01,2,15,31,21564,14182,80.31
9847,01,2,15,32,21615,14811,82.42
9847,01,2,15,33,21415,15166,84.61
9847,01,2,15,34,37348,16107,90.66
9847,01,2,15,35,25956,16495,92.04
9847,01,2,15,36,25957,16810,93.02
9847,01,2,15,37,25960,17162,93.56
9847,01,2,15,38,26619,17763,95.72
9847,01,2,15,39,26621,18427,97.72
9847,01,2,15,40,21617,18755,99.14
9847,01,2,15,41,21479,19514,100.58
9847,01,2,15,42,20611,20206,101.76
9847,01,2,15,43,26656,20495,102.57
9847,01,2,15,44,22951,21121,103.32
9847,01,3,15,1,37413,0,2.98
9847,01,3,15,2,31685,492,6.21
9847,01,3,15,3,39938,706,7.47
9847,01,3,15,4,34905,1038,10.77
9847,01,3,15,5,31446,1339,12.12
9847,01,3,15,6,36312,1795,14.39
9847,01,3,15,7,36319,2332,25.35
9847,01,3,15,8,34594,2637,28.95
9847,01,3,15,9,34595,2919,29.88
9847,01,3,15,10,35778,3180,30.59
9847,01,3,15,11,35855,3627,32.04
9847,01,3,15,12,35795,4123,34.81
9847,01,3,15,13,35846,4485,35.84
9847,01,3,15,14,34937,4698,36.64
9847,01,3,15,15,36329,5035,38.02
9847,01,3,15,16,36326,5336,40.7
9847,01,3,15,17,33895,5802,43.64
9847,01,3,15,18,36366,5991,44.67
9847,01,3,15,19,36368,6426,47.24
9847,01,3,15,20,31461,6707,49.16
9847,01,3,15,21,36379,7148,50.56
9847,01,3,15,22,33823,7480,51.97
9847,01,3,15,23,25274,8338,53.16
9847,01,3,15,24,21609,9723,57.11
9847,01,3,15,25,25636,10550,59.49
9847,01,3,15,26,20004,11233,62.53
9847,01,3,15,27,23017,11842,66.59
9847,01,3,15,28,20727,12207,70.87
9847,01,3,15,29,21669,12984,73.88
9847,01,3,15,30,24068,13911,78.15
9847,01,3,15,31,21564,14235,79.16
9847,01,3,15,32,21615,14864,81.47
9847,01,3,15,33,21415,15219,84.23
9847,01,3,15,34,37348,16160,90.54
9847,01,3,15,35,25956,16548,91.78
9847,01,3,15,36,25957,16863,92.63
9847,01,3,15,37,25960,17215,93.16
9847,01,3,15,38,26619,17816,95.3
9847,01,3,15,39,26621,18480,97.49
9847,01,3,15,40,21617,18808,98.96
9847,01,3,15,41,21479,19567,100.51
9847,01,3,15,42,20611,20259,101.81
9847,01,3,15,43,26656,20548,102.58
9847,01,3,15,44,22951,21174,103.4
9847,01,4,15,1,37413,0,0.71
9847,01,4,15,2,31685,492,1.54
9847,01,4,15,3,39938,678,2.27
9847,01,4,15,4,34905,1010,3.75
9847,01,4,15,5,31446,1311,5.07
9847,01,4,15,6,36312,1767,7.23
9847,01,4,15,7,36319,2304,15.29
9847,01,4,15,8,34594,2609,19.21
9847,01,4,15,9,34595,2890,20.73
9847,01,4,15,10,35778,3151,21.44
9847,01,4,15,11,35855,3569,22.24
9847,01,4,15,12,35795,4091,24.91
9847,01,4,15,13,35846,4399,25.74
9847,01,4,15,14,34937,4666,26.51
9847,01,4,15,15,36329,4938,27.44
9847,01,4,15,16,36326,5239,31.93
9847,01,4,15,17,33895,5705,35.51
9847,01,4,15,18,36366,5894,36.34
9847,01,4,15,19,36368,6329,39.1
9847,01,4,15,20,31461,6610,41.06
9847,01,4,15,21,36379,7051,42.3
9847,01,4,15,22,33823,7383,43.82
9847,01,4,15,23,25274,8241,45.08
9847,01,4,15,24,21609,9626,50.67
9847,01,4,15,25,25636,10453,53
9847,01,4,15,26,20004,11136,57.88
9847,01,4,15,27,23017,11745,64.64
9847,01,4,15,28,20727,12110,68.9
9847,01,4,15,29,21669,12887,72.72
9847,01,4,15,30,24068,13814,77.65
9847,01,4,15,31,21564,14138,78.81
9847,01,4,15,32,21615,14767,81.38
9847,01,4,15,33,21415,15122,83.72
9847,01,4,15,34,37348,16063,90.07
9847,01,4,15,35,25956,16451,91.45
9847,01,4,15,36,25957,16766,92.53
9847,01,4,15,37,25960,17118,93.06
9847,01,4,15,38,26619,17719,95.35
9847,01,4,15,39,26621,18383,97.43
9847,01,4,15,40,21617,18711,98.9
9847,01,4,15,41,21479,19470,101.02
9847,01,4,15,42,20611,20162,102.17
9847,01,4,15,43,26656,20451,102.95
9847,01,4,15,44,22951,21077,103.74
9847,01,5,15,1,37413,0,1.93
9847,01,5,15,2,31685,492,3.55
9847,01,5,15,3,39938,706,4.83
9847,01,5,15,4,34905,1038,7.8
9847,01,5,15,5,31446,1339,8.95
9847,01,5,15,6,36312,1795,11.06
9847,01,5,15,7,36319,2332,20.71
9847,01,5,15,8,34594,2637,24.35
9847,01,5,15,9,34595,2919,25.32
9847,01,5,15,10,35778,3180,25.99
9847,01,5,15,11,35855,3627,27.46
9847,01,5,15,12,35795,4123,30.49
9847,01,5,15,13,35846,4485,31.48
9847,01,5,15,14,34937,4698,32.23
9847,01,5,15,15,36329,5035,33.57
9847,01,5,15,16,36326,5336,36.34
9847,01,5,15,17,33895,5802,39.07
9847,01,5,15,18,36366,5991,40.04
9847,01,5,15,19,36368,6426,42.87
9847,01,5,15,20,31461,6707,44.82
9847,01,5,15,21,36379,7148,46.23
9847,01,5,15,22,33823,7480,47.8
9847,01,5,15,23,25274,8338,49.05
9847,01,5,15,24,21609,9723,52.94
9847,01,5,15,25,25636,10550,55.26
9847,01,5,15,26,20004,11233,58.63
9847,01,5,15,27,23017,11842,60.8
9847,01,5,15,28,20727,12207,63.91
9847,01,5,15,29,21669,12984,67.37
9847,01,5,15,30,24068,13911,71.65
9847,01,5,15,31,21564,14235,73.81
9847,01,5,15,32,21615,14864,77.88
9847,01,5,15,33,21415,15219,80.35
9847,01,5,15,34,37348,16160,86.46
9847,01,5,15,35,25956,16548,87.82
9847,01,5,15,36,25957,16863,88.89
9847,01,5,15,37,25960,17215,89.7
9847,01,5,15,38,26619,17816,92.15
9847,01,5,15,39,26621,18480,94.26
9847,01,5,15,40,21617,18808,95.92
9847,01,5,15,41,21479,19567,97.55
9847,01,5,15,42,20611,20259,98.62
9847,01,5,15,43,26656,20548,99.41
9847,01,5,15,44,22951,21174,100.22
9847,01,1,16,1,37413,0,1.17
9847,01,1,16,2,31685,492,1.78
9847,01,1,16,3,39938,706,2.59
9847,01,1,16,4,34905,1038,3.95
9847,01,1,16,5,31446,1339,5.09
9847,01,1,16,6,36312,1795,7.7
9847,01,1,16,7,36319,2332,13.66
9847,01,1,16,8,34594,2637,16.86
9847,01,1,16,9,34595,2919,17.86
9847,01,1,16,10,35778,3180,18.53
9847,01,1,16,11,35855,3627,20.04
9847,01,1,16,12,35795,4123,22.71
9847,01,1,16,13,35846,4485,23.7
9847,01,1,16,14,34937,4698,24.43
9847,01,1,16,15,36329,5035,25.85
9847,01,1,16,16,36326,5336,28.64
9847,01,1,16,17,33895,5802,31.17
9847,01,1,16,18,36366,5991,32.1
9847,01,1,16,19,36368,6426,34.62
9847,01,1,16,20,31461,6707,36.47
9847,01,1,16,21,36379,7148,37.76
9847,01,1,16,22,33823,7480,39.25
9847,01,1,16,23,25274,8338,40.51
9847,01,1,16,24,21609,9723,44.2
9847,01,1,16,25,25636,10550,46.45
9847,01,1,16,26,20004,11233,49.7
9847,01,1,16,27,23017,11842,52.91
9847,01,1,16,28,20727,12207,55.89
9847,01,1,16,29,21669,12984,60.15
9847,01,1,16,30,24068,13911,64.92
9847,01,1,16,31,21564,14235,66.08
9847,01,1,16,32,21615,14864,68.29
9847,01,1,16,33,21415,15219,70.17
9847,01,1,16,34,37348,16160,74.31
9847,01,1,16,35,25956,16548,76.02
9847,01,1,16,36,25957,16863,76.97
9847,01,1,16,37,25960,17215,77.6
9847,01,1,16,38,26619,17816,79.99
9847,01,1,16,39,26621,18480,82.11
9847,01,1,16,40,21617,18808,83.58
9847,01,1,16,41,21479,19567,85.23
9847,01,1,16,42,20611,20259,86.47
9847,01,1,16,43,26656,20548,87.31
9847,01,1,16,44,22951,21174,88.24
9847,01,2,16,1,37413,0,0.83
9847,01,2,16,2,31685,492,1.73
9847,01,2,16,3,39938,706,2.65
9847,01,2,16,4,34905,1038,4.48
9847,01,2,16,5,31446,1339,5.65
9847,01,2,16,6,36312,1795,7.81
9847,01,2,16,7,36319,2332,20.01
9847,01,2,16,8,34594,2637,23.51
9847,01,2,16,9,34595,2919,24.48
9847,01,2,16,10,35778,3180,25.16
9847,01,2,16,11,35855,3627,26.6
9847,01,2,16,12,35795,4123,29.12
9847,01,2,16,13,35846,4465,29.98
9847,01,2,16,14,34937,4678,30.71
9847,01,2,16,15,36329,5015,32.21
9847,01,2,16,16,36326,5316,35.49
9847,01,2,16,17,33895,5782,38.11
9847,01,2,16,18,36366,5971,39.06
9847,01,2,16,19,36368,6406,41.58
9847,01,2,16,20,31461,6687,43.66
9847,01,2,16,21,36379,7128,45.16
9847,01,2,16,22,33823,7460,46.6
9847,01,2,16,23,25274,8318,47.85
9847,01,2,16,24,21609,9703,51.76
9847,01,2,16,25,25636,10530,54.12
9847,01,2,16,26,20004,11213,59.03
9847,01,2,16,27,23017,11822,64.69
9847,01,2,16,28,20727,12187,68.86
9847,01,2,16,29,21669,12964,73.57
9847,01,2,16,30,24068,13891,78.11
9847,01,2,16,31,21564,14215,79.17
9847,01,2,16,32,21615,14844,81.45
9847,01,2,16,33,21415,15199,83.58
9847,01,2,16,34,37348,16140,87.56
9847,01,2,16,35,25956,16528,89.07
9847,01,2,16,36,25957,16843,90.02
9847,01,2,16,37,25960,17215,89.92
9847,01,2,16,38,26619,17782,92.95
9847,01,2,16,39,26621,18446,95.05
9847,01,2,16,40,21617,18774,96.56
9847,01,2,16,41,21479,19533,98.14
9847,01,2,16,42,20611,20225,99.33
9847,01,2,16,43,26656,20514,100.18
9847,01,2,16,44,22951,21140,101.03
9847,01,3,16,1,37413,0,2.89
9847,01,3,16,2,31685,492,5.7
9847,01,3,16,3,39938,706,6.93
9847,01,3,16,4,34905,1038,9.31
9847,01,3,16,5,31446,1339,10.77
9847,01,3,16,6,36312,1795,13.13
9847,01,3,16,7,36319,2332,25.05
9847,01,3,16,8,34594,2637,28.34
9847,01,3,16,9,34595,2919,29.41
9847,01,3,16,10,35778,3180,30.03
9847,01,3,16,11,35855,3627,31.45
9847,01,3,16,12,35795,4123,35.08
9847,01,3,16,13,35846,4485,36.13
9847,01,3,16,14,34937,4698,36.86
9847,01,3,16,15,36329,5035,37.98
9847,01,3,16,16,36326,5336,40.14
9847,01,3,16,17,33895,5802,42.85
9847,01,3,16,18,36366,5991,43.73
9847,01,3,16,19,36368,6426,46.3
9847,01,3,16,20,31461,6707,48.19
9847,01,3,16,21,36379,7148,49.56
9847,01,3,16,22,33823,7480,50.91
9847,01,3,16,23,25274,8338,52.14
9847,01,3,16,24,21609,9723,55.74
9847,01,3,16,25,25636,10550,58.03
9847,01,3,16,26,20004,11233,60.68
9847,01,3,16,27,23017,11842,65.52
9847,01,3,16,28,20727,12207,68.91
9847,01,3,16,29,21669,12984,72.55
9847,01,3,16,30,24068,13911,76.58
9847,01,3,16,31,21564,14235,77.5
9847,01,3,16,32,21615,14864,79.62
9847,01,3,16,33,21415,15219,81.44
9847,01,3,16,34,37348,16160,85.62
9847,01,3,16,35,25956,16548,86.93
9847,01,3,16,36,25957,16863,87.83
9847,01,3,16,37,25960,17215,88.44
9847,01,3,16,38,26619,17816,90.87
9847,01,3,16,39,26621,18480,92.81
9847,01,3,16,40,21617,18808,94.25
9847,01,3,16,41,21479,19567,95.94
9847,01,3,16,42,20611,20259,97.07
9847,01,3,16,43,26656,20548,97.91
9847,01,3,16,44,22951,21174,98.78
9847,01,4,16,1,37413,0,1.93
9847,01,4,16,2,31685,492,2.63
9847,01,4,16,3,39938,706,3.72
9847,01,4,16,4,34905,1038,5.57
9847,01,4,16,5,31446,1339,6.73
9847,01,4,16,6,36312,1795,8.75
9847,01,4,16,7,36319,2332,19.05
9847,01,4,16,8,34594,2637,22.39
9847,01,4,16,9,34595,2919,23.36
9847,01,4,16,10,35778,3180,24.04
9847,01,4,16,11,35855,3627,25.49
9847,01,4,16,12,35795,4123,27.98
9847,01,4,16,13,35846,4485,28.94
9847,01,4,16,14,34937,4698,29.6
9847,01,4,16,15,36329,5035,30.83
9847,01,4,16,16,36326,5336,35.2
9847,01,4,16,17,33895,5802,38.14
9847,01,4,16,18,36366,5991,38.99
9847,01,4,16,19,36368,6426,41.72
9847,01,4,16,20,31461,6707,43.97
9847,01,4,16,21,36379,7148,45.43
9847,01,4,16,22,33823,7480,46.86
9847,01,4,16,23,25274,8338,48.15
9847,01,4,16,24,21609,9723,53.27
9847,01,4,16,25,25636,10377,55.76
9847,01,4,16,26,20004,11060,59.69
9847,01,4,16,27,23017,11669,63.76
9847,01,4,16,28,20727,12020,67.31
9847,01,4,16,29,21669,12953,74.7
9847,01,4,16,30,24068,13628,86.54
9847,01,4,16,31,21564,13906,86.63
9847,01,4,16,32,21615,14535,89.02
9847,01,4,16,33,21415,14814,90.5
9847,01,4,16,34,37348,15972,94.76
9847,01,4,16,35,25956,16360,96.21
9847,01,4,16,36,25957,16355,97.46
9847,01,4,16,37,25960,16707,98.1
9847,01,4,16,38,26619,17308,100.28
9847,01,4,16,39,26621,17972,102.62
9847,01,4,16,40,21617,18300,104
9847,01,4,16,41,21479,19059,105.84
9847,01,4,16,42,20611,19819,107.66
9847,01,4,16,43,26656,20108,108.48
9847,01,4,16,44,22951,20591,108.57
9847,01,5,16,1,37413,0,1.63
9847,01,5,16,2,31685,492,4.7
9847,01,5,16,3,39938,706,6.04
9847,01,5,16,4,34905,1038,8.92
9847,01,5,16,5,31446,1339,10.33
9847,01,5,16,6,36312,1795,12.51
9847,01,5,16,7,36319,2332,23.23
9847,01,5,16,8,34594,2637,26.89
9847,01,5,16,9,34595,2919,28.1
9847,01,5,16,10,35778,3180,28.78
9847,01,5,16,11,35855,3627,30.22
9847,01,5,16,12,35795,4123,33.25
9847,01,5,16,13,35846,4485,34.24
9847,01,5,16,14,34937,4698,34.96
9847,01,5,16,15,36329,5035,36.35
9847,01,5,16,16,36326,5336,38.22
9847,01,5,16,17,33895,5802,40.74
9847,01,5,16,18,36366,5991,41.88
9847,01,5,16,19,36368,6426,44.41
9847,01,5,16,20,31461,6707,46.39
9847,01,5,16,21,36379,7148,47.82
9847,01,5,16,22,33823,7480,49.34
9847,01,5,16,23,25274,8338,50.52
9847,01,5,16,24,21609,9723,54.39
9847,01,5,16,25,25636,10550,56.75
9847,01,5,16,26,20004,11233,59.9
9847,01,5,16,27,23017,11842,61.87
9847,01,5,16,28,20727,12207,64.06
9847,01,5,16,29,21669,12984,67.85
9847,01,5,16,30,24068,13911,72.41
9847,01,5,16,31,21564,14235,76.01
9847,01,5,16,32,21615,14864,81.43
9847,01,5,16,33,21415,15219,83.07
9847,01,5,16,34,37348,16160,87.42
9847,01,5,16,35,25956,16548,88.71
9847,01,5,16,36,25957,16863,89.7
9847,01,5,16,37,25960,17215,90.55
9847,01,5,16,38,26619,17816,93.56
9847,01,5,16,39,26621,18480,95.6
9847,01,5,16,40,21617,18808,97.04
9847,01,5,16,41,21479,19567,98.7
9847,01,5,16,42,20611,20259,99.91
9847,01,5,16,43,26656,20548,100.76
9847,01,5,16,44,22951,21174,101.66
9847,01,1,17,1,37413,0,0.66
9847,01,1,17,2,31685,492,1.1
9847,01,1,17,3,39938,648,1.73
9847,01,1,17,4,34905,911,2.29
9847,01,1,17,5,31446,1212,3.53
9847,01,1,17,6,36312,1668,5.91
9847,01,1,17,7,36319,2205,10.3
9847,01,1,17,8,34594,2510,13
9847,01,1,17,9,34595,2792,13.96
9847,01,1,17,10,35778,3053,14.81
9847,01,1,17,11,35855,3533,16.64
9847,01,1,17,12,35795,4029,19.72
9847,01,1,17,13,35846,4326,20.48
9847,01,1,17,14,34937,4584,21.42
9847,01,1,17,15,36329,4829,22.27
9847,01,1,17,16,36326,5130,24.97
9847,01,1,17,17,33895,5596,27.78
9847,01,1,17,18,36366,5785,28.62
9847,01,1,17,19,36368,6220,31.4
9847,01,1,17,20,31461,6501,33.18
9847,01,1,17,21,36379,6942,34.45
9847,01,1,17,22,33823,7274,35.87
9847,01,1,17,23,25274,8132,37.01
9847,01,1,17,24,21609,9517,40.55
9847,01,1,17,25,25636,10344,42.75
9847,01,1,17,26,20004,11027,45.76
9847,01,1,17,27,23017,11636,48.49
9847,01,1,17,28,20727,12001,50.72
9847,01,1,17,29,21669,12778,54.31
9847,01,1,17,30,24068,13705,58.82
9847,01,1,17,31,21564,14029,59.82
9847,01,1,17,32,21615,14658,61.89
9847,01,1,17,33,21415,15013,63.41
9847,01,1,17,34,37348,15954,67.54
9847,01,1,17,35,25956,16342,68.87
9847,01,1,17,36,25957,16657,69.92
9847,01,1,17,37,25960,17009,70.55
9847,01,1,17,38,26619,17610,72.71
9847,01,1,17,39,26621,18274,74.71
9847,01,1,17,40,21617,18602,76.4
9847,01,1,17,41,21479,19361,77.9
9847,01,1,17,42,20611,20053,78.88
9847,01,1,17,43,26656,20342,79.58
9847,01,1,17,44,22951,20968,80.28
9847,01,2,17,1,37413,0,0.79
9847,01,2,17,2,31685,492,1.77
9847,01,2,17,3,39938,706,2.72
9847,01,2,17,4,34905,1002,4.05
9847,01,2,17,5,31446,1303,5.32
9847,01,2,17,6,36312,1759,7.38
9847,01,2,17,7,36319,2296,16.37
9847,01,2,17,8,34594,2601,20.36
9847,01,2,17,9,34595,2883,21.39
9847,01,2,17,10,35778,3144,22.02
9847,01,2,17,11,35855,3591,23.5
9847,01,2,17,12,35795,4087,26.15
9847,01,2,17,13,35846,4449,27.18
9847,01,2,17,14,34937,4662,27.9
9847,01,2,17,15,36329,4999,29.23
9847,01,2,17,16,36326,5300,32.73
9847,01,2,17,17,33895,5766,35.8
9847,01,2,17,18,36366,5955,36.52
9847,01,2,17,19,36368,6390,39.01
9847,01,2,17,20,31461,6671,40.76
9847,01,2,17,21,36379,7112,42.07
9847,01,2,17,22,33823,7444,43.55
9847,01,2,17,23,25274,8302,44.76
9847,01,2,17,24,21609,9687,48.28
9847,01,2,17,25,25636,10514,50.51
9847,01,2,17,26,20004,11197,53.99
9847,01,2,17,27,23017,11804,58.7
9847,01,2,17,28,20727,12141,64.48
9847,01,2,17,29,21669,12918,68.8
9847,01,2,17,30,24068,13845,74.58
9847,01,2,17,31,21564,14169,75.62
9847,01,2,17,32,21615,14798,77.74
9847,01,2,17,33,21415,15153,79.75
9847,01,2,17,34,37348,16094,84.41
9847,01,2,17,35,25956,16482,85.94
9847,01,2,17,36,25957,16797,86.89
9847,01,2,17,37,25960,17149,87.5
9847,01,2,17,38,26619,17750,89.65
9847,01,2,17,39,26621,18414,91.76
9847,01,2,17,40,21617,18742,93.28
9847,01,2,17,41,21479,19501,94.79
9847,01,2,17,42,20611,20193,95.86
9847,01,2,17,43,26656,20482,96.57
9847,01,2,17,44,22951,21108,97.27
9847,01,3,17,1,37413,0,3.22
9847,01,3,17,2,31685,492,3.98
9847,01,3,17,3,39938,706,4.81
9847,01,3,17,4,34905,1038,6.65
9847,01,3,17,5,31446,1316,7.67
9847,01,3,17,6,36312,1772,10.06
9847,01,3,17,7,36319,2309,18.15
9847,01,3,17,8,34594,2614,21.24
9847,01,3,17,9,34595,2896,22.15
9847,01,3,17,10,35778,3157,22.72
9847,01,3,17,11,35855,3604,24.14
9847,01,3,17,12,35795,4100,26.92
9847,01,3,17,13,35846,4462,27.84
9847,01,3,17,14,34937,4675,28.52
9847,01,3,17,15,36329,5012,29.88
9847,01,3,17,16,36326,5313,32.37
9847,01,3,17,17,33895,5779,35.41
9847,01,3,17,18,36366,5968,36.45
9847,01,3,17,19,36368,6403,39.08
9847,01,3,17,20,31461,6684,41.15
9847,01,3,17,21,36379,7125,42.64
9847,01,3,17,22,33823,7457,44.08
9847,01,3,17,23,25274,8315,45.24
9847,01,3,17,24,21609,9700,48.63
9847,01,3,17,25,25636,10527,50.99
9847,01,3,17,26,20004,11210,53.76
9847,01,3,17,27,23017,11819,56.19
9847,01,3,17,28,20727,12184,59.33
9847,01,3,17,29,21669,12961,62.65
9847,01,3,17,30,24068,13888,66.49
9847,01,3,17,31,21564,14212,67.45
9847,01,3,17,32,21615,14841,69.28
9847,01,3,17,33,21415,15196,71.12
9847,01,3,17,34,37348,16137,75.34
9847,01,3,17,35,25956,16525,77.06
9847,01,3,17,36,25957,16840,78.02
9847,01,3,17,37,25960,17192,78.61
9847,01,3,17,38,26619,17793,81.2
9847,01,3,17,39,26621,18457,83.21
9847,01,3,17,40,21617,18785,84.86
9847,01,3,17,41,21479,19544,86.3
9847,01,3,17,42,20611,20236,87.39
9847,01,3,17,43,26656,20525,88.14
9847,01,3,17,44,22951,21151,88.88
9847,01,5,17,1,37413,0,1.55
9847,01,5,17,2,31685,492,2.92
9847,01,5,17,3,39938,706,3.81
9847,01,5,17,4,34905,1038,5.7
9847,01,5,17,5,31446,1339,7.17
9847,01,5,17,6,36312,1795,9.05
9847,01,5,17,7,36319,2332,15.99
9847,01,5,17,8,34594,2637,19.17
9847,01,5,17,9,34595,2919,20.15
9847,01,5,17,10,35778,3180,20.74
9847,01,5,17,11,35855,3627,22.07
9847,01,5,17,12,35795,4123,25.14
9847,01,5,17,13,35846,4485,26.07
9847,01,5,17,14,34937,4698,26.7
9847,01,5,17,15,36329,5035,27.82
9847,01,5,17,16,36326,5336,30.57
9847,01,5,17,17,33895,5802,33.14
9847,01,5,17,18,36366,5991,33.97
9847,01,5,17,19,36368,6426,36.58
9847,01,5,17,20,31461,6707,38.5
9847,01,5,17,21,36379,7148,39.88
9847,01,5,17,22,33823,7480,41.38
9847,01,5,17,23,25274,8338,42.62
9847,01,5,17,24,21609,9723,45.94
9847,01,5,17,25,25636,10550,48.15
9847,01,5,17,26,20004,11233,51.11
9847,01,5,17,27,23017,11842,53.26
9847,01,5,17,28,20727,12207,55.23
9847,01,5,17,29,21669,12984,57.62
9847,01,5,17,30,24068,13911,61.87
9847,01,5,17,31,21564,14235,63.45
9847,01,5,17,32,21615,14864,65.58
9847,01,5,17,33,21415,15219,67.25
9847,01,5,17,34,37348,16160,71.6
9847,01,5,17,35,25956,16548,72.97
9847,01,5,17,36,25957,16863,74.01
9847,01,5,17,37,25960,17215,74.58
9847,01,5,17,38,26619,17816,76.74
9847,01,5,17,39,26621,18480,78.43
9847,01,5,17,40,21617,18808,80.07
9847,01,5,17,41,21479,19567,81.49
9847,01,5,17,42,20611,20259,82.54
9847,01,5,17,43,26656,20548,83.28
9847,01,5,17,44,22951,21174,84.01
9847,01,1,18,1,37413,0,0.83
9847,01,1,18,2,31685,492,1.26
9847,01,1,18,3,39938,706,1.95
9847,01,1,18,4,34905,1026,2.83
9847,01,1,18,5,31446,1327,3.95
9847,01,1,18,6,36312,1783,6.07
9847,01,1,18,7,36319,2320,9.46
9847,01,1,18,8,34594,2625,12.15
9847,01,1,18,9,34595,2907,13.09
9847,01,1,18,10,35778,3168,13.66
9847,01,1,18,11,35855,3615,15.05
9847,01,1,18,12,35795,4111,18.84
9847,01,1,18,13,35846,4473,19.77
9847,01,1,18,14,34937,4686,20.43
9847,01,1,18,15,36329,5023,21.45
9847,01,1,18,16,36326,5324,23.4
9847,01,1,18,17,33895,5790,25.75
9847,01,1,18,18,36366,5979,26.71
9847,01,1,18,19,36368,6414,29.64
9847,01,1,18,20,31461,6695,31.44
9847,01,1,18,21,36379,7136,32.9
9847,01,1,18,22,33823,7468,34.31
9847,01,1,18,23,25274,8326,35.7
9847,01,1,18,24,21609,9711,38.91
9847,01,1,18,25,25636,10538,41.03
9847,01,1,18,26,20004,11221,44.13
9847,01,1,18,27,23017,11830,46.32
9847,01,1,18,28,20727,12195,47.99
9847,01,1,18,29,21669,12972,50.84
9847,01,1,18,30,24068,13899,54.45
9847,01,1,18,31,21564,14223,55.4
9847,01,1,18,32,21615,14852,57.25
9847,01,1,18,33,21415,15207,58.62
9847,01,1,18,34,37348,16148,61.99
9847,01,1,18,35,25956,16536,63.07
9847,01,1,18,36,25957,16851,64.01
9847,01,1,18,37,25960,17203,64.61
9847,01,1,18,38,26619,17804,66.73
9847,01,1,18,39,26621,18468,68.9
9847,01,1,18,40,21617,18796,70.72
9847,01,1,18,41,21479,19555,72.24
9847,01,1,18,42,20611,20247,73.26
9847,01,1,18,43,26656,20536,74.03
9847,01,1,18,44,22951,21162,74.81
9847,01,2,18,1,37413,0,2.02
9847,01,2,18,2,31685,492,2.77
9847,01,2,18,3,39938,681,3.55
9847,01,2,18,4,34905,1013,4.58
9847,01,2,18,5,31446,1314,5.76
9847,01,2,18,6,36312,1770,7.9
9847,01,2,18,7,36319,2307,12.08
9847,01,2,18,8,34594,2612,15.28
9847,01,2,18,9,34595,2894,16.25
9847,01,2,18,10,35778,3155,16.91
9847,01,2,18,11,35855,3602,18.34
9847,01,2,18,12,35795,4098,21.16
9847,01,2,18,13,35846,4460,22.13
9847,01,2,18,14,34937,4673,22.8
9847,01,2,18,15,36329,5010,23.89
9847,01,2,18,16,36326,5311,26.87
9847,01,2,18,17,33895,5777,29.73
9847,01,2,18,18,36366,5966,30.46
9847,01,2,18,19,36368,6401,32.97
9847,01,2,18,20,31461,6682,34.96
9847,01,2,18,21,36379,7123,36.26
9847,01,2,18,22,33823,7455,37.72
9847,01,2,18,23,25274,8313,38.92
9847,01,2,18,24,21609,9698,42.04
9847,01,2,18,25,25636,10525,44.17
9847,01,2,18,26,20004,11208,47.03
9847,01,2,18,27,23017,11817,50.83
9847,01,2,18,28,20727,12182,53.41
9847,01,2,18,29,21669,12959,57.16
9847,01,2,18,30,24068,13886,62.56
9847,01,2,18,31,21564,14210,63.66
9847,01,2,18,32,21615,14839,65.61
9847,01,2,18,33,21415,15194,67.4
9847,01,2,18,34,37348,16135,71.76
9847,01,2,18,35,25956,16523,72.88
9847,01,2,18,36,25957,16838,73.68
9847,01,2,18,37,25960,17190,74.26
9847,01,2,18,38,26619,17791,76.35
9847,01,2,18,39,26621,18455,78.14
9847,01,2,18,40,21617,18783,79.43
9847,01,2,18,41,21479,19542,81.02
9847,01,2,18,42,20611,20234,82.05
9847,01,2,18,43,26656,20523,82.82
9847,01,2,18,44,22951,21149,83.65
9847,01,3,18,1,37413,0,1.98
9847,01,3,18,2,31685,492,2.52
9847,01,3,18,3,39938,706,3.51
9847,01,3,18,4,34905,1038,4.49
9847,01,3,18,5,31446,1339,5.55
9847,01,3,18,6,36312,1795,7.61
9847,01,3,18,7,36319,2332,11.94
